,filename,answer,question
61,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.pdf.pdf,[1.5oC; >2oC; >3oC],q5
62,nzm-cs-dec-2023.pdf,[1.5oC; 2.4oC; 1.6oC; 4.2oC],q5
63,CCBNZBG Climate Report for the year ended 31 December 2023.pdf,[>3oC; 1.5oC; 2-4.5oC; 5-8.5oC; net zero emissions; NDCs],q5
64,BNZ_2023-Climate-Report.pdf,[1.5oC; 2.1oC; 2.6oC],q5
65,Seeka Limited Climate Disclosure 2023.pdf,[1.5oC; 2.1-3.0oC],q5
66,kiwibank_sustainability_report2023.pdf,[3oC],q5
67,Climate-Report-2023-Westpac-NZ.pdf,[1.5oC; 2oC; 3.2oC; 2.5oC; 4.4oC],q5
68,NZME Annual Report 2023 (including climate statement).pdf,[Net zero global emissions around 2050; 2.7 degrees Celsius],q5
69,ICBC NZ Ltd CRD 31 Dec 2023.pdf,[+2.5oC; +1.7oC],q5
70,ANZ_climate-report-2023.pdf,[IPCC; NGFS; NZBA],q6
71,Sustainability Review & Climate Related Disclosures - FY23.pdf,[National Climate Projections for Aotearoa; Intergovernmental Panel on Climate Change (IPCC); Network for Greening the Financial System (NGFS); International Energy Agency (IEA); Climate Change Commission (CCC)],q6
72,RLAL-NZ Climate-Related Disclosures 2023.pdf,[OECD; IEA; IPCC; NGFS; NIWA; CCC],q6
73,ICBC Ltd CRD 31 Dec 23  Final - For submission.pdf,[Shared Socioeconomic Pathways (SSPs); Downscaled NZ climate change projections prepared by NIWA for Minister for the Environment (MfE); Network for Greening the Financial System (NGFS) Climate Scenarios.],q6
74,HSBC NZ 2023 Climate Statement lodgement letter - signed.pdf,"
[]",q6
75,RBD 2023 CRD.pdf,[SSP1-1.9; SSP2-4.5; SSP3-7.0],q6
76,2023 Climate Statements for Citibank N.A. (New Zealand Branch).pdf,[NZBA Report; GIC Report; IPCC; IEA; NGFS; Climate Change Commission],q6
77,Z Climate Statements 2023 - FINAL.pdf,[NGFS; IEA; IPCC; CCC],q6
78,Ventia - 2023 Sustainability Report.pdf,[],q6
79,SC9600 Climate Related Disclosure Final Copy.pdf,[The Agri-Adaptation Roadmap; Urban Intelligence],q6
80,QBE_NZ Climate Statement.pdf,[No temperature outcomes provided],q6
81,Rabobank New Zealand Banking Group 2023 Climate Statements.pdf,"There is no temperature outcome associated with this answer, so an empty list [] should be returned.",q6
82,AIA NZ Climate Related Disclosers Report FINAL_signed.pdf,[IPCC SSP; RCP],q6
83,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.pdf,[N/A],q6
84,NZL Climate Related Disclosure.pdf,[],q6
85,MIL0019_Climate_Related_Disclosures_2023.pdf,"[]
",q6
86,CDL0017_Climate_Related_Disclosures_2023.pdf,There is not enough information to create a list of temperature outcomes.,q6
87,Citibank N.A. (New Zealand Branch) - Statement - 29 APRIL 2024 .pdf," ""I don't know.""
[I don't know.]",q6
88,2023 12 31 - PFI - Climate-related Disclosures - Signed.pdf,[New Zealand Green Building Council (NZGBC); Beca Limited],q6
89,Vista Group 2023 Group Climate Statement.pdf,[NGFS; Vista Group],q6
90,Bank of China (New Zealand) Limited Climate Related Disclosure for the year ended 31 December 2023.pdf,[IPCC; NGFS; IEA],q6
91,Rabobank New Zealand Limited 2023 Climate Statements.pdf,[N/A],q6
92,Briscoe Group 2024 Annual Report.pdf,"
[Unknown]",q6
93,CCBNZL Climate Report for the year ended 31 December 2023.pdf,[],q6
94,NZX Annual Report 2023 (including climate statement).pdf,[],q6
95,Chubb Life Insurance New Zealand Limited Climate Disclosure 2023.pdf,[Not used; Not used; Not commonly used],q6
96,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.pdf.pdf,[IPCC; NGFS; IEA; NIWA; CCC; Bank of China],q6
97,nzm-cs-dec-2023.pdf,"[""NGFS; IPCC; IEA""]",q6
98,CCBNZBG Climate Report for the year ended 31 December 2023.pdf,[],q6
99,BNZ_2023-Climate-Report.pdf,"[BNZ, New Zealand Banking Association, common set, climate scenario narratives, New Zealand banking sector, three scenario narratives, four chosen time horizons]",q6
100,Seeka Limited Climate Disclosure 2023.pdf,[Niwa; IPCC],q6
101,kiwibank_sustainability_report2023.pdf,[I don't know],q6
102,Climate-Report-2023-Westpac-NZ.pdf,[NZBA; RBNZ],q6
103,NZME Annual Report 2023 (including climate statement).pdf,[],q6
104,ICBC NZ Ltd CRD 31 Dec 2023.pdf,[IPCC; NIWA; NGFS],q6
105,ANZ_climate-report-2023.pdf,Yes,q7
106,Sustainability Review & Climate Related Disclosures - FY23.pdf,No,q7
107,RLAL-NZ Climate-Related Disclosures 2023.pdf,Yes,q7
108,ICBC Ltd CRD 31 Dec 23  Final - For submission.pdf,Yes,q7
109,HSBC NZ 2023 Climate Statement lodgement letter - signed.pdf,Undefined,q7
110,RBD 2023 CRD.pdf,Yes,q7
111,2023 Climate Statements for Citibank N.A. (New Zealand Branch).pdf,Yes,q7
112,Z Climate Statements 2023 - FINAL.pdf,Yes,q7
113,Ventia - 2023 Sustainability Report.pdf,Undefined,q7
114,SC9600 Climate Related Disclosure Final Copy.pdf,Yes,q7
115,QBE_NZ Climate Statement.pdf,Yes,q7
116,Rabobank New Zealand Banking Group 2023 Climate Statements.pdf,Yes,q7
117,AIA NZ Climate Related Disclosers Report FINAL_signed.pdf,Yes,q7
118,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.pdf,Yes,q7
119,NZL Climate Related Disclosure.pdf,No,q7
120,MIL0019_Climate_Related_Disclosures_2023.pdf,Yes,q7
121,CDL0017_Climate_Related_Disclosures_2023.pdf,No,q7
122,Citibank N.A. (New Zealand Branch) - Statement - 29 APRIL 2024 .pdf,Undefined,q7
123,2023 12 31 - PFI - Climate-related Disclosures - Signed.pdf,No,q7
124,Vista Group 2023 Group Climate Statement.pdf,Yes,q7
125,Bank of China (New Zealand) Limited Climate Related Disclosure for the year ended 31 December 2023.pdf, Yes,q7
126,Rabobank New Zealand Limited 2023 Climate Statements.pdf,Yes,q7
127,Briscoe Group 2024 Annual Report.pdf,No,q7
128,CCBNZL Climate Report for the year ended 31 December 2023.pdf,Yes,q7
129,NZX Annual Report 2023 (including climate statement).pdf,Yes,q7
130,Chubb Life Insurance New Zealand Limited Climate Disclosure 2023.pdf,No,q7
131,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.pdf.pdf,Yes,q7
132,nzm-cs-dec-2023.pdf,Yes,q7
133,CCBNZBG Climate Report for the year ended 31 December 2023.pdf,Yes,q7
134,BNZ_2023-Climate-Report.pdf,Yes,q7
135,Seeka Limited Climate Disclosure 2023.pdf,Yes,q7
136,kiwibank_sustainability_report2023.pdf,Yes,q7
137,Climate-Report-2023-Westpac-NZ.pdf,No,q7
138,NZME Annual Report 2023 (including climate statement).pdf,Yes,q7
139,ICBC NZ Ltd CRD 31 Dec 2023.pdf,Yes,q7
140,ANZ_climate-report-2023.pdf,Company-specific scenarios,q8
141,Sustainability Review & Climate Related Disclosures - FY23.pdf,Company-specific scenarios,q8
142,RLAL-NZ Climate-Related Disclosures 2023.pdf,Company-specific scenarios,q8
143,ICBC Ltd CRD 31 Dec 23  Final - For submission.pdf,Company-specific scenarios,q8
144,HSBC NZ 2023 Climate Statement lodgement letter - signed.pdf,Off the shelf,q8
145,RBD 2023 CRD.pdf,Company-specific scenarios,q8
146,2023 Climate Statements for Citibank N.A. (New Zealand Branch).pdf,Company-specific scenarios,q8
147,Z Climate Statements 2023 - FINAL.pdf,Company-specific scenarios,q8
148,Ventia - 2023 Sustainability Report.pdf,Company-specific scenarios,q8
149,SC9600 Climate Related Disclosure Final Copy.pdf,Company-specific scenarios,q8
150,QBE_NZ Climate Statement.pdf,Company-specific scenarios,q8
151,Rabobank New Zealand Banking Group 2023 Climate Statements.pdf,Company-specific scenarios,q8
152,AIA NZ Climate Related Disclosers Report FINAL_signed.pdf,Company-specific scenarios,q8
153,Resilient infrastructure for a decarbonising world (7) - FINAL 28.02.24 9.30pm.pdf,Company-specific scenarios,q8
154,NZL Climate Related Disclosure.pdf,Company-specific scenarios,q8
155,MIL0019_Climate_Related_Disclosures_2023.pdf,Company-specific scenarios,q8
156,CDL0017_Climate_Related_Disclosures_2023.pdf,Company-specific scenarios,q8
157,Citibank N.A. (New Zealand Branch) - Statement - 29 APRIL 2024 .pdf,Off the shelf,q8
158,2023 12 31 - PFI - Climate-related Disclosures - Signed.pdf,Industry-specific scenarios,q8
159,Vista Group 2023 Group Climate Statement.pdf,Company-specific scenarios,q8
160,Bank of China (New Zealand) Limited Climate Related Disclosure for the year ended 31 December 2023.pdf,Company-specific scenarios,q8
161,Rabobank New Zealand Limited 2023 Climate Statements.pdf,Company-specific scenarios,q8
162,Briscoe Group 2024 Annual Report.pdf,Company-specific scenarios,q8
163,CCBNZL Climate Report for the year ended 31 December 2023.pdf,Company-specific scenarios,q8
164,NZX Annual Report 2023 (including climate statement).pdf,Company-specific scenarios,q8
165,Chubb Life Insurance New Zealand Limited Climate Disclosure 2023.pdf,Company-specific scenarios,q8
166,Bank of China New Zealand Banking Group Climate Related Disclosure for the year ended 31 December 2023.pdf.pdf,Company-specific scenarios,q8
167,nzm-cs-dec-2023.pdf,Company-specific scenarios,q8
168,CCBNZBG Climate Report for the year ended 31 December 2023.pdf,Company-specific scenarios,q8
169,BNZ_2023-Climate-Report.pdf,Company-specific scenarios,q8
170,Seeka Limited Climate Disclosure 2023.pdf,Company-specific scenarios;,q8
171,kiwibank_sustainability_report2023.pdf,Company-specific scenarios,q8
172,Climate-Report-2023-Westpac-NZ.pdf,Company-specific scenarios,q8
173,NZME Annual Report 2023 (including climate statement).pdf,Company-specific scenarios,q8
174,ICBC NZ Ltd CRD 31 Dec 2023.pdf,Industry-specific scenarios,q8
